,psu,hhld,season,dist,vdcmun,ward,location_region_HIMALAYAS_HILLS_TERAI,location_province
1624,1082,2,Winter Season,Morang,37,6,3,1
1625,1082,5,Winter Season,Morang,37,6,3,1
1626,1082,14,Winter Season,Morang,37,6,3,1
1627,1082,13,Winter Season,Morang,37,6,3,1
1628,1082,9,Winter Season,Morang,37,6,3,1
1629,1082,7,Winter Season,Morang,37,6,3,1
1630,1082,3,Winter Season,Morang,37,6,3,1
1631,1082,19,Winter Season,Morang,37,6,3,1
1632,1082,10,Winter Season,Morang,37,6,3,1
1633,1082,1,Winter Season,Morang,37,6,3,1
1634,1082,6,Winter Season,Morang,37,6,3,1
1635,1082,17,Winter Season,Morang,37,6,3,1
1636,1082,15,Winter Season,Morang,37,6,3,1
1637,1082,8,Winter Season,Morang,37,6,3,1
1638,1082,20,Winter Season,Morang,37,6,3,1
1639,1082,16,Winter Season,Morang,37,6,3,1
1640,1082,4,Winter Season,Morang,37,6,3,1
1641,1083,1,Winter Season,Morang,45,1,3,1
1642,1083,14,Winter Season,Morang,45,1,3,1
1643,1083,9,Winter Season,Morang,45,1,3,1
1644,1083,11,Winter Season,Morang,45,1,3,1
1645,1083,4,Winter Season,Morang,45,1,3,1
1646,1083,16,Winter Season,Morang,45,1,3,1
1647,1083,8,Winter Season,Morang,45,1,3,1
1648,1083,19,Winter Season,Morang,45,1,3,1
1649,1083,5,Winter Season,Morang,45,1,3,1
1650,1083,17,Winter Season,Morang,45,1,3,1
1651,1083,3,Winter Season,Morang,45,1,3,1
1652,1083,18,Winter Season,Morang,45,1,3,1
1653,1083,20,Winter Season,Morang,45,1,3,1
1654,1083,7,Winter Season,Morang,45,1,3,1
1655,1083,15,Winter Season,Morang,45,1,3,1
1656,1083,12,Winter Season,Morang,45,1,3,1
1657,1083,2,Winter Season,Morang,45,1,3,1
1658,1083,10,Winter Season,Morang,45,1,3,1
1659,1083,6,Winter Season,Morang,45,1,3,1
1660,1083,13,Winter Season,Morang,45,1,3,1
1661,1084,20,Dry Season,Morang,51,4,3,1
1662,1084,17,Dry Season,Morang,51,4,3,1
1663,1084,19,Dry Season,Morang,51,4,3,1
1664,1084,5,Dry Season,Morang,51,4,3,1
1665,1084,10,Dry Season,Morang,51,4,3,1
1666,1084,8,Dry Season,Morang,51,4,3,1
1667,1084,7,Dry Season,Morang,51,4,3,1
1668,1084,3,Dry Season,Morang,51,4,3,1
1669,1084,18,Dry Season,Morang,51,4,3,1
1670,1084,6,Dry Season,Morang,51,4,3,1
1671,1084,16,Dry Season,Morang,51,4,3,1
1672,1084,15,Dry Season,Morang,51,4,3,1
1673,1084,1,Dry Season,Morang,51,4,3,1
1674,1084,12,Dry Season,Morang,51,4,3,1
1675,1084,13,Dry Season,Morang,51,4,3,1
1676,1084,14,Dry Season,Morang,51,4,3,1
1677,1084,4,Dry Season,Morang,51,4,3,1
1678,1084,11,Dry Season,Morang,51,4,3,1
1679,1084,9,Dry Season,Morang,51,4,3,1
1680,1084,2,Dry Season,Morang,51,4,3,1
1681,1085,1,Rainy Season,Morang,51,7,3,1
1682,1085,2,Rainy Season,Morang,51,7,3,1
1683,1085,17,Rainy Season,Morang,51,7,3,1
1684,1085,6,Rainy Season,Morang,51,7,3,1
1685,1085,7,Rainy Season,Morang,51,7,3,1
1686,1085,3,Rainy Season,Morang,51,7,3,1
1687,1085,19,Rainy Season,Morang,51,7,3,1
1688,1085,14,Rainy Season,Morang,51,7,3,1
1689,1085,16,Rainy Season,Morang,51,7,3,1
1690,1085,5,Rainy Season,Morang,51,7,3,1
1691,1085,10,Rainy Season,Morang,51,7,3,1
1692,1085,18,Rainy Season,Morang,51,7,3,1
1693,1085,8,Rainy Season,Morang,51,7,3,1
1694,1085,12,Rainy Season,Morang,51,7,3,1
1695,1085,20,Rainy Season,Morang,51,7,3,1
1696,1085,15,Rainy Season,Morang,51,7,3,1
1697,1085,4,Rainy Season,Morang,51,7,3,1
1698,1085,13,Rainy Season,Morang,51,7,3,1
1699,1085,9,Rainy Season,Morang,51,7,3,1
1700,1085,11,Rainy Season,Morang,51,7,3,1
1701,1086,14,Dry Season,Sunsari,4,9,3,1
1702,1086,15,Dry Season,Sunsari,4,9,3,1
1703,1086,16,Dry Season,Sunsari,4,9,3,1
1704,1086,3,Dry Season,Sunsari,4,9,3,1
1705,1086,9,Dry Season,Sunsari,4,9,3,1
1706,1086,7,Dry Season,Sunsari,4,9,3,1
1707,1086,4,Dry Season,Sunsari,4,9,3,1
1708,1086,13,Dry Season,Sunsari,4,9,3,1
1709,1086,2,Dry Season,Sunsari,4,9,3,1
1710,1086,17,Dry Season,Sunsari,4,9,3,1
1711,1086,8,Dry Season,Sunsari,4,9,3,1
1712,1086,5,Dry Season,Sunsari,4,9,3,1
1713,1086,12,Dry Season,Sunsari,4,9,3,1
1714,1086,20,Dry Season,Sunsari,4,9,3,1
1715,1086,10,Dry Season,Sunsari,4,9,3,1
1716,1086,6,Dry Season,Sunsari,4,9,3,1
1717,1086,1,Dry Season,Sunsari,4,9,3,1
1718,1086,11,Dry Season,Sunsari,4,9,3,1
1719,1086,18,Dry Season,Sunsari,4,9,3,1
1720,1086,19,Dry Season,Sunsari,4,9,3,1
1721,1087,1,Winter Season,Sunsari,11,3,3,1
1722,1087,18,Winter Season,Sunsari,11,3,3,1
1723,1087,9,Winter Season,Sunsari,11,3,3,1
1724,1087,2,Winter Season,Sunsari,11,3,3,1
1725,1087,4,Winter Season,Sunsari,11,3,3,1
1726,1087,11,Winter Season,Sunsari,11,3,3,1
1727,1087,10,Winter Season,Sunsari,11,3,3,1
1728,1087,16,Winter Season,Sunsari,11,3,3,1
1729,1087,5,Winter Season,Sunsari,11,3,3,1
1730,1087,15,Winter Season,Sunsari,11,3,3,1
1731,1087,17,Winter Season,Sunsari,11,3,3,1
1732,1087,8,Winter Season,Sunsari,11,3,3,1
1733,1087,6,Winter Season,Sunsari,11,3,3,1
1734,1087,3,Winter Season,Sunsari,11,3,3,1
1735,1087,14,Winter Season,Sunsari,11,3,3,1
1736,1087,20,Winter Season,Sunsari,11,3,3,1
1737,1087,12,Winter Season,Sunsari,11,3,3,1
1738,1087,7,Winter Season,Sunsari,11,3,3,1
1739,1087,13,Winter Season,Sunsari,11,3,3,1
1740,1087,19,Winter Season,Sunsari,11,3,3,1
1741,1088,16,Dry Season,Sunsari,11,4,3,1
1742,1088,11,Dry Season,Sunsari,11,4,3,1
1743,1088,17,Dry Season,Sunsari,11,4,3,1
1744,1088,4,Dry Season,Sunsari,11,4,3,1
1745,1088,2,Dry Season,Sunsari,11,4,3,1
1746,1088,6,Dry Season,Sunsari,11,4,3,1
1747,1088,18,Dry Season,Sunsari,11,4,3,1
1748,1088,20,Dry Season,Sunsari,11,4,3,1
1749,1088,19,Dry Season,Sunsari,11,4,3,1
1750,1088,15,Dry Season,Sunsari,11,4,3,1
1751,1088,9,Dry Season,Sunsari,11,4,3,1
1752,1088,5,Dry Season,Sunsari,11,4,3,1
1753,1088,12,Dry Season,Sunsari,11,4,3,1
1754,1088,14,Dry Season,Sunsari,11,4,3,1
1755,1088,1,Dry Season,Sunsari,11,4,3,1
1756,1088,7,Dry Season,Sunsari,11,4,3,1
1757,1088,10,Dry Season,Sunsari,11,4,3,1
1758,1088,8,Dry Season,Sunsari,11,4,3,1
1759,1088,13,Dry Season,Sunsari,11,4,3,1
1760,1088,3,Dry Season,Sunsari,11,4,3,1
1761,1089,12,Winter Season,Sunsari,11,5,3,1
1762,1089,18,Winter Season,Sunsari,11,5,3,1
1763,1089,13,Winter Season,Sunsari,11,5,3,1
1764,1089,2,Winter Season,Sunsari,11,5,3,1
1765,1089,17,Winter Season,Sunsari,11,5,3,1
1766,1089,10,Winter Season,Sunsari,11,5,3,1
1767,1089,11,Winter Season,Sunsari,11,5,3,1
1768,1089,1,Winter Season,Sunsari,11,5,3,1
1769,1089,5,Winter Season,Sunsari,11,5,3,1
1770,1089,9,Winter Season,Sunsari,11,5,3,1
1771,1089,15,Winter Season,Sunsari,11,5,3,1
1772,1089,7,Winter Season,Sunsari,11,5,3,1
1773,1089,3,Winter Season,Sunsari,11,5,3,1
1774,1089,8,Winter Season,Sunsari,11,5,3,1
1775,1089,16,Winter Season,Sunsari,11,5,3,1
1776,1089,14,Winter Season,Sunsari,11,5,3,1
1777,1089,20,Winter Season,Sunsari,11,5,3,1
1778,1089,6,Winter Season,Sunsari,11,5,3,1
1779,1089,19,Winter Season,Sunsari,11,5,3,1
1780,1089,4,Winter Season,Sunsari,11,5,3,1
1781,1090,5,Winter Season,Sunsari,18,8,3,1
1782,1090,16,Winter Season,Sunsari,18,8,3,1
1783,1090,12,Winter Season,Sunsari,18,8,3,1
1784,1090,13,Winter Season,Sunsari,18,8,3,1
1785,1090,19,Winter Season,Sunsari,18,8,3,1
1786,1090,6,Winter Season,Sunsari,18,8,3,1
1787,1090,18,Winter Season,Sunsari,18,8,3,1
1788,1090,2,Winter Season,Sunsari,18,8,3,1
1789,1090,15,Winter Season,Sunsari,18,8,3,1
1790,1090,14,Winter Season,Sunsari,18,8,3,1
1791,1090,10,Winter Season,Sunsari,18,8,3,1
1792,1090,3,Winter Season,Sunsari,18,8,3,1
1793,1090,7,Winter Season,Sunsari,18,8,3,1
1794,1090,11,Winter Season,Sunsari,18,8,3,1
1795,1090,4,Winter Season,Sunsari,18,8,3,1
1796,1090,8,Winter Season,Sunsari,18,8,3,1
1797,1090,17,Winter Season,Sunsari,18,8,3,1
1798,1090,20,Winter Season,Sunsari,18,8,3,1
1799,1090,1,Winter Season,Sunsari,18,8,3,1
1800,1090,9,Winter Season,Sunsari,18,8,3,1
1801,1091,10,Dry Season,Sunsari,18,16,3,1
1802,1091,6,Dry Season,Sunsari,18,16,3,1
1803,1091,1,Dry Season,Sunsari,18,16,3,1
1804,1091,14,Dry Season,Sunsari,18,16,3,1
1805,1091,16,Dry Season,Sunsari,18,16,3,1
1806,1091,19,Dry Season,Sunsari,18,16,3,1
1807,1091,15,Dry Season,Sunsari,18,16,3,1
1808,1091,8,Dry Season,Sunsari,18,16,3,1
1809,1091,5,Dry Season,Sunsari,18,16,3,1
1810,1091,13,Dry Season,Sunsari,18,16,3,1
1811,1091,2,Dry Season,Sunsari,18,16,3,1
1812,1091,9,Dry Season,Sunsari,18,16,3,1
1813,1091,20,Dry Season,Sunsari,18,16,3,1
1814,1091,3,Dry Season,Sunsari,18,16,3,1
1815,1091,17,Dry Season,Sunsari,18,16,3,1
1816,1091,18,Dry Season,Sunsari,18,16,3,1
1817,1091,7,Dry Season,Sunsari,18,16,3,1
1818,1091,12,Dry Season,Sunsari,18,16,3,1
1819,1091,4,Dry Season,Sunsari,18,16,3,1
1820,1091,11,Dry Season,Sunsari,18,16,3,1
1821,1092,18,Rainy Season,Sunsari,26,9,3,1
1822,1092,1,Rainy Season,Sunsari,26,9,3,1
1823,1092,12,Rainy Season,Sunsari,26,9,3,1
1824,1092,2,Rainy Season,Sunsari,26,9,3,1
1825,1092,6,Rainy Season,Sunsari,26,9,3,1
1826,1092,14,Rainy Season,Sunsari,26,9,3,1
1827,1092,19,Rainy Season,Sunsari,26,9,3,1
1828,1092,4,Rainy Season,Sunsari,26,9,3,1
1829,1092,17,Rainy Season,Sunsari,26,9,3,1
1830,1092,15,Rainy Season,Sunsari,26,9,3,1
1831,1092,9,Rainy Season,Sunsari,26,9,3,1
1832,1092,16,Rainy Season,Sunsari,26,9,3,1
1833,1092,13,Rainy Season,Sunsari,26,9,3,1
1834,1092,11,Rainy Season,Sunsari,26,9,3,1
1835,1092,3,Rainy Season,Sunsari,26,9,3,1
1836,1092,8,Rainy Season,Sunsari,26,9,3,1
1837,1092,10,Rainy Season,Sunsari,26,9,3,1
1838,1092,7,Rainy Season,Sunsari,26,9,3,1
1839,1092,20,Rainy Season,Sunsari,26,9,3,1
1840,1092,5,Rainy Season,Sunsari,26,9,3,1
1841,1093,1,Winter Season,Sunsari,1,3,3,1
1842,1093,12,Winter Season,Sunsari,1,3,3,1
1843,1093,8,Winter Season,Sunsari,1,3,3,1
1844,1093,4,Winter Season,Sunsari,1,3,3,1
1845,1093,10,Winter Season,Sunsari,1,3,3,1
1846,1093,17,Winter Season,Sunsari,1,3,3,1
1847,1093,9,Winter Season,Sunsari,1,3,3,1
1848,1093,16,Winter Season,Sunsari,1,3,3,1
1849,1093,18,Winter Season,Sunsari,1,3,3,1
1850,1093,5,Winter Season,Sunsari,1,3,3,1
1851,1093,13,Winter Season,Sunsari,1,3,3,1
1852,1093,2,Winter Season,Sunsari,1,3,3,1
1853,1093,7,Winter Season,Sunsari,1,3,3,1
1854,1093,19,Winter Season,Sunsari,1,3,3,1
1855,1093,3,Winter Season,Sunsari,1,3,3,1
1856,1093,20,Winter Season,Sunsari,1,3,3,1
1857,1093,15,Winter Season,Sunsari,1,3,3,1
1858,1093,14,Winter Season,Sunsari,1,3,3,1
1859,1093,11,Winter Season,Sunsari,1,3,3,1
1860,1093,6,Winter Season,Sunsari,1,3,3,1
1861,1094,9,Rainy Season,Sunsari,27,7,3,1
1862,1094,11,Rainy Season,Sunsari,27,7,3,1
1863,1094,20,Rainy Season,Sunsari,27,7,3,1
1864,1094,6,Rainy Season,Sunsari,27,7,3,1
1865,1094,2,Rainy Season,Sunsari,27,7,3,1
1866,1094,3,Rainy Season,Sunsari,27,7,3,1
1867,1094,17,Rainy Season,Sunsari,27,7,3,1
1868,1094,14,Rainy Season,Sunsari,27,7,3,1
1869,1094,7,Rainy Season,Sunsari,27,7,3,1
1870,1094,16,Rainy Season,Sunsari,27,7,3,1
1871,1094,5,Rainy Season,Sunsari,27,7,3,1
1872,1094,10,Rainy Season,Sunsari,27,7,3,1
1873,1094,13,Rainy Season,Sunsari,27,7,3,1
1874,1094,4,Rainy Season,Sunsari,27,7,3,1
1875,1094,19,Rainy Season,Sunsari,27,7,3,1
1876,1094,18,Rainy Season,Sunsari,27,7,3,1
1877,1094,1,Rainy Season,Sunsari,27,7,3,1
1878,1094,8,Rainy Season,Sunsari,27,7,3,1
1879,1094,12,Rainy Season,Sunsari,27,7,3,1
1880,1094,15,Rainy Season,Sunsari,27,7,3,1
1881,1095,18,Dry Season,Sunsari,30,6,3,1
1882,1095,16,Dry Season,Sunsari,30,6,3,1
1883,1095,10,Dry Season,Sunsari,30,6,3,1
1884,1095,20,Dry Season,Sunsari,30,6,3,1
1885,1095,15,Dry Season,Sunsari,30,6,3,1
1886,1095,4,Dry Season,Sunsari,30,6,3,1
1887,1095,9,Dry Season,Sunsari,30,6,3,1
1888,1095,2,Dry Season,Sunsari,30,6,3,1
1889,1095,12,Dry Season,Sunsari,30,6,3,1
1890,1095,5,Dry Season,Sunsari,30,6,3,1
1891,1095,19,Dry Season,Sunsari,30,6,3,1
1892,1095,1,Dry Season,Sunsari,30,6,3,1
1893,1095,6,Dry Season,Sunsari,30,6,3,1
1894,1095,11,Dry Season,Sunsari,30,6,3,1
1895,1095,7,Dry Season,Sunsari,30,6,3,1
1896,1095,14,Dry Season,Sunsari,30,6,3,1
1897,1095,3,Dry Season,Sunsari,30,6,3,1
1898,1095,8,Dry Season,Sunsari,30,6,3,1
1899,1095,13,Dry Season,Sunsari,30,6,3,1
1900,1095,17,Dry Season,Sunsari,30,6,3,1
1901,1096,14,Winter Season,Sunsari,28,1,3,1
1902,1096,16,Winter Season,Sunsari,28,1,3,1
1903,1096,8,Winter Season,Sunsari,28,1,3,1
1904,1096,9,Winter Season,Sunsari,28,1,3,1
1905,1096,5,Winter Season,Sunsari,28,1,3,1
1906,1096,19,Winter Season,Sunsari,28,1,3,1
1907,1096,20,Winter Season,Sunsari,28,1,3,1
1908,1096,13,Winter Season,Sunsari,28,1,3,1
1909,1096,2,Winter Season,Sunsari,28,1,3,1
1910,1096,3,Winter Season,Sunsari,28,1,3,1
1911,1096,18,Winter Season,Sunsari,28,1,3,1
1912,1096,12,Winter Season,Sunsari,28,1,3,1
1913,1096,17,Winter Season,Sunsari,28,1,3,1
1914,1096,15,Winter Season,Sunsari,28,1,3,1
1915,1096,11,Winter Season,Sunsari,28,1,3,1
1916,1096,10,Winter Season,Sunsari,28,1,3,1
1917,1096,7,Winter Season,Sunsari,28,1,3,1
1918,1096,6,Winter Season,Sunsari,28,1,3,1
1919,1096,4,Winter Season,Sunsari,28,1,3,1
1920,1096,1,Winter Season,Sunsari,28,1,3,1
1921,1097,16,Dry Season,Sunsari,36,8,3,1
1922,1097,12,Dry Season,Sunsari,36,8,3,1
1923,1097,4,Dry Season,Sunsari,36,8,3,1
1924,1097,9,Dry Season,Sunsari,36,8,3,1
1925,1097,10,Dry Season,Sunsari,36,8,3,1
1926,1097,15,Dry Season,Sunsari,36,8,3,1
1927,1097,14,Dry Season,Sunsari,36,8,3,1
1928,1097,6,Dry Season,Sunsari,36,8,3,1
1929,1097,20,Dry Season,Sunsari,36,8,3,1
1930,1097,18,Dry Season,Sunsari,36,8,3,1
1931,1097,7,Dry Season,Sunsari,36,8,3,1
1932,1097,19,Dry Season,Sunsari,36,8,3,1
1933,1097,17,Dry Season,Sunsari,36,8,3,1
1934,1097,5,Dry Season,Sunsari,36,8,3,1
1935,1097,13,Dry Season,Sunsari,36,8,3,1
1936,1097,11,Dry Season,Sunsari,36,8,3,1
1937,1097,8,Dry Season,Sunsari,36,8,3,1
1938,1097,1,Dry Season,Sunsari,36,8,3,1
1939,1097,3,Dry Season,Sunsari,36,8,3,1
1940,1097,2,Dry Season,Sunsari,36,8,3,1
1941,1098,4,Rainy Season,Sunsari,42,7,3,1
1942,1098,8,Rainy Season,Sunsari,42,7,3,1
1943,1098,15,Rainy Season,Sunsari,42,7,3,1
1944,1098,14,Rainy Season,Sunsari,42,7,3,1
1945,1098,10,Rainy Season,Sunsari,42,7,3,1
1946,1098,20,Rainy Season,Sunsari,42,7,3,1
1947,1098,17,Rainy Season,Sunsari,42,7,3,1
1948,1098,5,Rainy Season,Sunsari,42,7,3,1
1949,1098,9,Rainy Season,Sunsari,42,7,3,1
1950,1098,6,Rainy Season,Sunsari,42,7,3,1
1951,1098,1,Rainy Season,Sunsari,42,7,3,1
1952,1098,3,Rainy Season,Sunsari,42,7,3,1
1953,1098,12,Rainy Season,Sunsari,42,7,3,1
1954,1098,13,Rainy Season,Sunsari,42,7,3,1
1955,1098,7,Rainy Season,Sunsari,42,7,3,1
1956,1098,2,Rainy Season,Sunsari,42,7,3,1
1957,1098,16,Rainy Season,Sunsari,42,7,3,1
1958,1098,18,Rainy Season,Sunsari,42,7,3,1
1959,1098,19,Rainy Season,Sunsari,42,7,3,1
1960,1098,11,Rainy Season,Sunsari,42,7,3,1
1961,1099,15,Winter Season,Sunsari,45,7,3,1
1962,1099,13,Winter Season,Sunsari,45,7,3,1
1963,1099,17,Winter Season,Sunsari,45,7,3,1
1964,1099,18,Winter Season,Sunsari,45,7,3,1
1965,1099,1,Winter Season,Sunsari,45,7,3,1
1966,1099,2,Winter Season,Sunsari,45,7,3,1
1967,1099,19,Winter Season,Sunsari,45,7,3,1
1968,1099,6,Winter Season,Sunsari,45,7,3,1
1969,1099,9,Winter Season,Sunsari,45,7,3,1
1970,1099,11,Winter Season,Sunsari,45,7,3,1
1971,1099,14,Winter Season,Sunsari,45,7,3,1
1972,1099,8,Winter Season,Sunsari,45,7,3,1
1973,1099,5,Winter Season,Sunsari,45,7,3,1
1974,1099,3,Winter Season,Sunsari,45,7,3,1
1975,1099,10,Winter Season,Sunsari,45,7,3,1
1976,1099,16,Winter Season,Sunsari,45,7,3,1
1977,1099,4,Winter Season,Sunsari,45,7,3,1
1978,1099,12,Winter Season,Sunsari,45,7,3,1
1979,1099,7,Winter Season,Sunsari,45,7,3,1
1980,1099,20,Winter Season,Sunsari,45,7,3,1
1981,1100,1,Rainy Season,Sunsari,51,2,3,1
1982,1100,18,Rainy Season,Sunsari,51,2,3,1
1983,1100,15,Rainy Season,Sunsari,51,2,3,1
1984,1100,14,Rainy Season,Sunsari,51,2,3,1
1985,1100,11,Rainy Season,Sunsari,51,2,3,1
1986,1100,3,Rainy Season,Sunsari,51,2,3,1
1987,1100,6,Rainy Season,Sunsari,51,2,3,1
1988,1100,17,Rainy Season,Sunsari,51,2,3,1
1989,1100,16,Rainy Season,Sunsari,51,2,3,1
1990,1100,10,Rainy Season,Sunsari,51,2,3,1
1991,1100,20,Rainy Season,Sunsari,51,2,3,1
1992,1100,12,Rainy Season,Sunsari,51,2,3,1
1993,1100,4,Rainy Season,Sunsari,51,2,3,1
1994,1100,7,Rainy Season,Sunsari,51,2,3,1
1995,1100,2,Rainy Season,Sunsari,51,2,3,1
1996,1100,8,Rainy Season,Sunsari,51,2,3,1
1997,1100,13,Rainy Season,Sunsari,51,2,3,1
1998,1100,5,Rainy Season,Sunsari,51,2,3,1
1999,1100,9,Rainy Season,Sunsari,51,2,3,1
2000,1100,19,Rainy Season,Sunsari,51,2,3,1
2001,1101,1,Dry Season,Sunsari,9,2,3,1
2002,1101,4,Dry Season,Sunsari,9,2,3,1
2003,1101,8,Dry Season,Sunsari,9,2,3,1
2004,1101,10,Dry Season,Sunsari,9,2,3,1
2005,1101,11,Dry Season,Sunsari,9,2,3,1
2006,1101,9,Dry Season,Sunsari,9,2,3,1
2007,1101,2,Dry Season,Sunsari,9,2,3,1
2008,1101,19,Dry Season,Sunsari,9,2,3,1
2009,1101,6,Dry Season,Sunsari,9,2,3,1
2010,1101,5,Dry Season,Sunsari,9,2,3,1
2011,1101,16,Dry Season,Sunsari,9,2,3,1
2012,1101,18,Dry Season,Sunsari,9,2,3,1
2013,1101,14,Dry Season,Sunsari,9,2,3,1
2014,1101,3,Dry Season,Sunsari,9,2,3,1
2015,1101,20,Dry Season,Sunsari,9,2,3,1
2016,1101,7,Dry Season,Sunsari,9,2,3,1
2017,1101,15,Dry Season,Sunsari,9,2,3,1
2018,1101,12,Dry Season,Sunsari,9,2,3,1
2019,1101,13,Dry Season,Sunsari,9,2,3,1
2020,1101,17,Dry Season,Sunsari,9,2,3,1
2021,1102,12,Winter Season,Sunsari,9,3,3,1
2022,1102,18,Winter Season,Sunsari,9,3,3,1
2023,1102,1,Winter Season,Sunsari,9,3,3,1
2024,1102,9,Winter Season,Sunsari,9,3,3,1
2025,1102,13,Winter Season,Sunsari,9,3,3,1
2026,1102,11,Winter Season,Sunsari,9,3,3,1
2027,1102,4,Winter Season,Sunsari,9,3,3,1
2028,1102,17,Winter Season,Sunsari,9,3,3,1
2029,1102,14,Winter Season,Sunsari,9,3,3,1
2030,1102,3,Winter Season,Sunsari,9,3,3,1
2031,1102,20,Winter Season,Sunsari,9,3,3,1
2032,1102,15,Winter Season,Sunsari,9,3,3,1
2033,1102,19,Winter Season,Sunsari,9,3,3,1
2034,1102,16,Winter Season,Sunsari,9,3,3,1
2035,1102,10,Winter Season,Sunsari,9,3,3,1
2036,1102,5,Winter Season,Sunsari,9,3,3,1
2037,1102,6,Winter Season,Sunsari,9,3,3,1
2038,1102,7,Winter Season,Sunsari,9,3,3,1
2039,1102,2,Winter Season,Sunsari,9,3,3,1
2040,1102,8,Winter Season,Sunsari,9,3,3,1
2041,1103,5,Dry Season,Sunsari,49,2,3,1
2042,1103,15,Dry Season,Sunsari,49,2,3,1
2043,1103,10,Dry Season,Sunsari,49,2,3,1
2044,1103,18,Dry Season,Sunsari,49,2,3,1
2045,1103,1,Dry Season,Sunsari,49,2,3,1
2046,1103,19,Dry Season,Sunsari,49,2,3,1
2047,1103,14,Dry Season,Sunsari,49,2,3,1
2048,1103,12,Dry Season,Sunsari,49,2,3,1
2049,1103,17,Dry Season,Sunsari,49,2,3,1
2050,1103,16,Dry Season,Sunsari,49,2,3,1
2051,1103,9,Dry Season,Sunsari,49,2,3,1
2052,1103,4,Dry Season,Sunsari,49,2,3,1
2053,1103,20,Dry Season,Sunsari,49,2,3,1
2054,1103,11,Dry Season,Sunsari,49,2,3,1
2055,1103,7,Dry Season,Sunsari,49,2,3,1
2056,1103,6,Dry Season,Sunsari,49,2,3,1
2057,1103,3,Dry Season,Sunsari,49,2,3,1
2058,1103,2,Dry Season,Sunsari,49,2,3,1
2059,1103,13,Dry Season,Sunsari,49,2,3,1
2060,1103,8,Dry Season,Sunsari,49,2,3,1
2061,1104,18,Dry Season,Dhankuta,10,1,2,1
2062,1104,3,Dry Season,Dhankuta,10,1,2,1
2063,1104,16,Dry Season,Dhankuta,10,1,2,1
2064,1104,12,Dry Season,Dhankuta,10,1,2,1
2065,1104,19,Dry Season,Dhankuta,10,1,2,1
2066,1104,10,Dry Season,Dhankuta,10,1,2,1
2067,1104,20,Dry Season,Dhankuta,10,1,2,1
2068,1104,9,Dry Season,Dhankuta,10,1,2,1
2069,1104,15,Dry Season,Dhankuta,10,1,2,1
2070,1104,5,Dry Season,Dhankuta,10,1,2,1
2071,1104,17,Dry Season,Dhankuta,10,1,2,1
2072,1104,14,Dry Season,Dhankuta,10,1,2,1
2073,1104,4,Dry Season,Dhankuta,10,1,2,1
2074,1104,8,Dry Season,Dhankuta,10,1,2,1
2075,1104,1,Dry Season,Dhankuta,10,1,2,1
2076,1104,11,Dry Season,Dhankuta,10,1,2,1
2077,1104,6,Dry Season,Dhankuta,10,1,2,1
2078,1104,7,Dry Season,Dhankuta,10,1,2,1
2079,1104,2,Dry Season,Dhankuta,10,1,2,1
2080,1104,13,Dry Season,Dhankuta,10,1,2,1
2081,1105,14,Rainy Season,Dhankuta,11,3,2,1
2082,1105,18,Rainy Season,Dhankuta,11,3,2,1
2083,1105,17,Rainy Season,Dhankuta,11,3,2,1
2084,1105,8,Rainy Season,Dhankuta,11,3,2,1
2085,1105,1,Rainy Season,Dhankuta,11,3,2,1
2086,1105,12,Rainy Season,Dhankuta,11,3,2,1
2087,1105,3,Rainy Season,Dhankuta,11,3,2,1
2088,1105,20,Rainy Season,Dhankuta,11,3,2,1
2089,1105,6,Rainy Season,Dhankuta,11,3,2,1
2090,1105,13,Rainy Season,Dhankuta,11,3,2,1
2091,1105,15,Rainy Season,Dhankuta,11,3,2,1
2092,1105,4,Rainy Season,Dhankuta,11,3,2,1
2093,1105,5,Rainy Season,Dhankuta,11,3,2,1
2094,1105,16,Rainy Season,Dhankuta,11,3,2,1
2095,1105,9,Rainy Season,Dhankuta,11,3,2,1
2096,1105,10,Rainy Season,Dhankuta,11,3,2,1
2097,1105,2,Rainy Season,Dhankuta,11,3,2,1
2098,1105,11,Rainy Season,Dhankuta,11,3,2,1
2099,1105,19,Rainy Season,Dhankuta,11,3,2,1
2100,1105,7,Rainy Season,Dhankuta,11,3,2,1
2101,1106,10,Rainy Season,Dhankuta,15,8,2,1
2102,1106,17,Rainy Season,Dhankuta,15,8,2,1
2103,1106,15,Rainy Season,Dhankuta,15,8,2,1
2104,1106,5,Rainy Season,Dhankuta,15,8,2,1
2105,1106,2,Rainy Season,Dhankuta,15,8,2,1
2106,1106,6,Rainy Season,Dhankuta,15,8,2,1
2107,1106,12,Rainy Season,Dhankuta,15,8,2,1
2108,1106,3,Rainy Season,Dhankuta,15,8,2,1
2109,1106,19,Rainy Season,Dhankuta,15,8,2,1
2110,1106,16,Rainy Season,Dhankuta,15,8,2,1
2111,1106,8,Rainy Season,Dhankuta,15,8,2,1
2112,1106,4,Rainy Season,Dhankuta,15,8,2,1
2113,1106,7,Rainy Season,Dhankuta,15,8,2,1
2114,1106,9,Rainy Season,Dhankuta,15,8,2,1
2115,1106,18,Rainy Season,Dhankuta,15,8,2,1
2116,1106,1,Rainy Season,Dhankuta,15,8,2,1
2117,1106,14,Rainy Season,Dhankuta,15,8,2,1
2118,1106,13,Rainy Season,Dhankuta,15,8,2,1
2119,1106,20,Rainy Season,Dhankuta,15,8,2,1
